phone,state,district,title_long,person__firstname,person__lastname,person__name
(202) 225-4761,CO,3,Representative,Scott,Tipton,Rep. Scott Tipton [R-CO3]
(202) 225-1002,FL,11,Representative,Daniel,Webster,Rep. Daniel Webster [R-FL11]
(202) 225-1252,FL,15,Representative,Dennis,Ross,Rep. Dennis Ross [R-FL15]
(202) 225-4506,FL,24,Representative,Frederica,Wilson,Rep. Frederica Wilson [D-FL24]
(202) 225-4272,GA,7,Representative,Rob,Woodall,Rep. Rob Woodall [R-GA7]
(202) 225-6531,GA,8,Representative,Austin,Scott,Rep. Austin Scott [R-GA8]
(202) 225-2726,HI,1,Representative,Colleen,Hanabusa,Rep. Colleen Hanabusa [D-HI1]
(202) 225-6611,ID,1,Representative,Raúl,Labrador,Rep. Raúl Labrador [R-ID1]
(202) 225-3635,IL,16,Representative,Adam,Kinzinger,Rep. Adam Kinzinger [R-IL16]
(202) 225-2976,IL,14,Representative,Randy,Hultgren,Rep. Randy Hultgren [R-IL14]
(202) 225-5037,IN,4,Representative,Todd,Rokita,Rep. Todd Rokita [R-IN4]
(202) 225-4636,IN,8,Representative,Larry,Bucshon,Rep. Larry Bucshon [R-IN8]
(202) 224-5623,IN,,Senator,Todd,Young,Sen. Todd Young [R-IN]
(202) 225-2865,KS,3,Representative,Kevin,Yoder,Rep. Kevin Yoder [R-KS3]
(202) 225-6636,LA,2,Representative,Cedric,Richmond,Rep. Cedric Richmond [D-LA2]
(202) 225-5311,MD,1,Representative,Andy,Harris,Rep. Andy Harris [R-MD1]
(202) 225-3111,MA,9,Representative,William,Keating,Rep. William Keating [D-MA9]
(202) 225-4401,MI,2,Representative,Bill,Huizenga,Rep. Bill Huizenga [R-MI2]
(202) 225-3831,MI,3,Representative,Justin,Amash,Rep. Justin Amash [R-MI3]
(202) 225-5772,MS,4,Representative,Steven,Palazzo,Rep. Steven Palazzo [R-MS4]
(202) 225-2876,MO,4,Representative,Vicky,Hartzler,Rep. Vicky Hartzler [R-MO4]
(202) 225-6536,MO,7,Representative,Billy,Long,Rep. Billy Long [R-MO7]
(202) 225-5705,OH,6,Representative,Bill,Johnson,Rep. Bill Johnson [R-OH6]
(202) 225-2015,OH,15,Representative,Steve,Stivers,Rep. Steve Stivers [R-OH15]
(202) 225-3876,OH,16,Representative,James,Renacci,Rep. James Renacci [R-OH16]
(202) 225-6265,OH,7,Representative,Bob,Gibbs,Rep. Bob Gibbs [R-OH7]
(202) 224-5754,OK,,Senator,James,Lankford,Sen. James Lankford [R-OK]
(202) 225-5406,PA,3,Representative,Mike,Kelly,Rep. Mike Kelly [R-PA3]
(202) 225-2011,PA,7,Representative,Patrick,Meehan,Rep. Patrick Meehan [R-PA7]
(202) 225-3731,PA,10,Representative,Tom,Marino,Rep. Tom Marino [R-PA10]
(202) 225-6511,PA,11,Representative,Lou,Barletta,Rep. Lou Barletta [R-PA11]
(202) 225-4911,RI,1,Representative,David,Cicilline,Rep. David Cicilline [D-RI1]
(202) 224-6121,SC,,Senator,Tim,Scott,Sen. Tim Scott [R-SC]
(202) 225-5301,SC,3,Representative,Jeff,Duncan,Rep. Jeff Duncan [R-SC3]
(202) 225-6030,SC,4,Representative,Trey,Gowdy,Rep. Trey Gowdy [R-SC4]
(202) 225-5501,SC,5,Representative,Mick,Mulvaney,Rep. Mick Mulvaney [R-SC5]
(202) 225-2801,SD,0,Representative,Kristi,Noem,Rep. Kristi Noem [R-SD0]
(202) 225-3271,TN,3,Representative,Charles,Fleischmann,Rep. Charles “Chuck” Fleischmann [R-TN3]
(202) 225-6831,TN,4,Representative,Scott,DesJarlais,Rep. Scott DesJarlais [R-TN4]
(202) 225-4231,TN,6,Representative,Diane,Black,Rep. Diane Black [R-TN6]
(202) 225-6105,TX,17,Representative,Bill,Flores,Rep. Bill Flores [R-TX17]
(202) 225-7742,TX,27,Representative,Blake,Farenthold,Rep. Blake Farenthold [R-TX27]
(202) 225-3861,VA,9,Representative,H.,Griffith,Rep. Morgan Griffith [R-VA9]
(202) 225-3536,WA,3,Representative,Jaime,Herrera Beutler,Rep. Jaime Herrera Beutler [R-WA3]
(202) 225-4172,WV,1,Representative,David,McKinley,Rep. David McKinley [R-WV1]
(202) 225-3365,WI,7,Representative,Sean,Duffy,Rep. Sean Duffy [R-WI7]
(202) 224-2823,CT,,Senator,Richard,Blumenthal,Sen. Richard Blumenthal [D-CT]
(202) 224-3041,FL,,Senator,Marco,Rubio,Sen. Marco Rubio [R-FL]
(202) 224-5444,UT,,Senator,Mike,Lee,Sen. Mike Lee [R-UT]
(202) 224-5323,WI,,Senator,Ron,Johnson,Sen. Ron Johnson [R-WI]
(202) 225-6155,NV,2,Representative,Mark,Amodei,Rep. Mark Amodei [R-NV2]
(202) 225-0855,OR,1,Representative,Suzanne,Bonamici,Rep. Suzanne Bonamici [D-OR1]
(202) 225-3465,KY,4,Representative,Thomas,Massie,Rep. Thomas Massie [R-KY4]
(202) 225-6311,WA,1,Representative,Suzan,DelBene,Rep. Suzan DelBene [D-WA1]
(202) 225-3436,NJ,10,Representative,Donald,Payne,Rep. Donald Payne [D-NJ10]
(202) 224-3934,HI,,Senator,Brian,Schatz,Sen. Brian Schatz [D-HI]
(202) 225-9888,AZ,9,Representative,Kyrsten,Sinema,Rep. Kyrsten Sinema [D-AZ9]
(202) 225-3076,CA,1,Representative,Doug,LaMalfa,Rep. Doug LaMalfa [R-CA1]
(202) 225-5161,CA,2,Representative,Jared,Huffman,Rep. Jared Huffman [D-CA2]
(202) 225-5716,CA,7,Representative,Ami,Bera,Rep. Ami Bera [D-CA7]
(202) 225-5861,CA,8,Representative,Paul,Cook,Rep. Paul Cook [R-CA8]
(202) 225-5065,CA,15,Representative,Eric,Swalwell,Rep. Eric Swalwell [D-CA15]
(202) 225-4695,CA,21,Representative,David,Valadao,Rep. David Valadao [R-CA21]
(202) 225-5811,CA,26,Representative,Julia,Brownley,Rep. Julia Brownley [D-CA26]
(202) 225-6131,CA,29,Representative,Tony,Cárdenas,Rep. Tony Cárdenas [D-CA29]
(202) 225-5330,CA,36,Representative,Raul,Ruiz,Rep. Raul Ruiz [D-CA36]
(202) 225-2305,CA,41,Representative,Mark,Takano,Rep. Mark Takano [D-CA41]
(202) 225-7924,CA,47,Representative,Alan,Lowenthal,Rep. Alan Lowenthal [D-CA47]
(202) 225-8045,CA,51,Representative,Juan,Vargas,Rep. Juan Vargas [D-CA51]
(202) 225-0508,CA,52,Representative,Scott,Peters,Rep. Scott Peters [D-CA52]
(202) 225-4476,CT,5,Representative,Elizabeth,Esty,Rep. Elizabeth Esty [D-CT5]
(202) 225-5744,FL,3,Representative,Ted,Yoho,Rep. Ted Yoho [R-FL3]
(202) 225-2706,FL,6,Representative,Ron,DeSantis,Rep. Ron DeSantis [R-FL6]
(202) 225-9890,FL,21,Representative,Lois,Frankel,Rep. Lois Frankel [D-FL21]
(202) 225-9893,GA,9,Representative,Doug,Collins,Rep. Doug Collins [R-GA9]
(202) 225-4906,HI,2,Representative,Tulsi,Gabbard,Rep. Tulsi Gabbard [D-HI2]
(202) 224-2854,IL,,Senator,Tammy,Duckworth,Sen. Tammy Duckworth [D-IL]
(202) 225-4835,IL,10,Representative,Bradley,Schneider,Rep. Bradley Schneider [D-IL10]
(202) 225-2371,IL,13,Representative,Rodney,Davis,Rep. Rodney Davis [R-IL13]
(202) 225-5905,IL,17,Representative,Cheri,Bustos,Rep. Cheri Bustos [D-IL17]
(202) 225-3915,IN,2,Representative,Jackie,Walorski,Rep. Jackie Walorski [R-IN2]
(202) 225-2276,IN,5,Representative,Susan,Brooks,Rep. Susan Brooks [R-IN5]
(202) 225-3021,IN,6,Representative,Luke,Messer,Rep. Luke Messer [R-IN6]
(202) 225-4706,KY,6,Representative,Garland,Barr,Rep. Garland “Andy” Barr [R-KY6]
(202) 225-5931,MA,4,Representative,Joseph,Kennedy,Rep. Joseph Kennedy [D-MA4]
(202) 225-2721,MD,6,Representative,John,Delaney,Rep. John Delaney [D-MD6]
(202) 225-3611,MI,5,Representative,Daniel,Kildee,Rep. Daniel Kildee [D-MI5]
(202) 225-1621,MO,2,Representative,Ann,Wagner,Rep. Ann Wagner [R-MO2]
(202) 225-3715,NC,8,Representative,Richard,Hudson,Rep. Richard Hudson [R-NC8]
(202) 225-1976,NC,9,Representative,Robert,Pittenger,Rep. Robert Pittenger [R-NC9]
(202) 225-6401,NC,11,Representative,Mark,Meadows,Rep. Mark Meadows [R-NC11]
(202) 225-3032,NC,2,Representative,George,Holding,Rep. George Holding [R-NC2]
(202) 225-2611,ND,0,Representative,Kevin,Cramer,Rep. Kevin Cramer [R-ND0]
(202) 225-5206,NH,2,Representative,Ann,Kuster,Rep. Ann Kuster [D-NH2]
(202) 225-6316,NM,1,Representative,Michelle,Lujan Grisham,Rep. Michelle Lujan Grisham [D-NM1]
(202) 225-2601,NY,6,Representative,Grace,Meng,Rep. Grace Meng [D-NY6]
(202) 225-5936,NY,8,Representative,Hakeem,Jeffries,Rep. Hakeem Jeffries [D-NY8]
(202) 225-5441,NY,18,Representative,Sean,Maloney,Rep. Sean Maloney [D-NY18]
(202) 225-5265,NY,27,Representative,Chris,Collins,Rep. Chris Collins [R-NY27]
(202) 225-3164,OH,2,Representative,Brad,Wenstrup,Rep. Brad Wenstrup [R-OH2]
(202) 225-4324,OH,3,Representative,Joyce,Beatty,Rep. Joyce Beatty [D-OH3]
(202) 225-5731,OH,14,Representative,David,Joyce,Rep. David Joyce [R-OH14]
(202) 225-2211,OK,1,Representative,Jim,Bridenstine,Rep. Jim Bridenstine [R-OK1]
(202) 225-2701,OK,2,Representative,Markwayne,Mullin,Rep. Markwayne Mullin [R-OK2]
(202) 225-5836,PA,4,Representative,Scott,Perry,Rep. Scott Perry [R-PA4]
(202) 225-2065,PA,12,Representative,Keith,Rothfus,Rep. Keith Rothfus [R-PA12]
(202) 225-5546,PA,17,Representative,Matthew,Cartwright,Rep. Matthew Cartwright [D-PA17]
(202) 225-9895,SC,7,Representative,Tom,Rice,Rep. Tom Rice [R-SC7]
(202) 225-2831,TX,14,Representative,Randy,Weber,Rep. Randy Weber [R-TX14]
(202) 225-4831,TX,16,Representative,Beto,O'Rourke,Rep. Beto O'Rourke [D-TX16]
(202) 225-3236,TX,20,Representative,Joaquin,Castro,Rep. Joaquin Castro [D-TX20]
(202) 225-9896,TX,25,Representative,Roger,Williams,Rep. Roger Williams [R-TX25]
(202) 225-9897,TX,33,Representative,Marc,Veasey,Rep. Marc Veasey [D-TX33]
(202) 225-9901,TX,34,Representative,Filemon,Vela,Rep. Filemon Vela [D-TX34]
(202) 225-9730,UT,2,Representative,Chris,Stewart,Rep. Chris Stewart [R-UT2]
(202) 225-5916,WA,6,Representative,Derek,Kilmer,Rep. Derek Kilmer [D-WA6]
(202) 225-9740,WA,10,Representative,Denny,Heck,Rep. Denny Heck [D-WA10]
(202) 225-2906,WI,2,Representative,Mark,Pocan,Rep. Mark Pocan [D-WI2]
(202) 225-0773,IL,2,Representative,Robin,Kelly,Rep. Robin Kelly [D-IL2]
(202) 225-4404,MO,8,Representative,Jason,Smith,Rep. Jason Smith [R-MO8]
(202) 225-2836,MA,5,Representative,Katherine,Clark,Rep. Katherine Clark [D-MA5]
(202) 225-4931,AL,1,Representative,Bradley,Byrne,Rep. Bradley Byrne [R-AL1]
(202) 225-2815,VA,7,Representative,David,Brat,Rep. David “Dave” Brat [R-VA7]
(202) 225-6501,NJ,1,Representative,Donald,Norcross,Rep. Donald Norcross [D-NJ1]
(202) 225-1510,NC,12,Representative,Alma,Adams,Rep. Alma Adams [D-NC12]
(202) 225-4921,AL,6,Representative,Gary,Palmer,Rep. Gary Palmer [R-AL6]
(202) 225-2506,AR,2,Representative,French,Hill,Rep. French Hill [R-AR2]
(202) 225-3772,AR,4,Representative,Bruce,Westerman,Rep. Bruce Westerman [R-AR4]
(202) 225-2542,AZ,2,Representative,Martha,McSally,Rep. Martha McSally [R-AZ2]
(202) 225-4065,AZ,7,Representative,Ruben,Gallego,Rep. Ruben Gallego [D-AZ7]
(202) 225-2095,CA,11,Representative,Mark,DeSaulnier,Rep. Mark DeSaulnier [D-CA11]
(202) 225-1956,CA,25,Representative,Steve,Knight,Rep. Steve Knight [R-CA25]
(202) 225-3201,CA,31,Representative,Pete,Aguilar,Rep. Pete Aguilar [D-CA31]
(202) 225-3976,CA,33,Representative,Ted,Lieu,Rep. Ted Lieu [D-CA33]
(202) 225-6161,CA,35,Representative,Norma,Torres,Rep. Norma Torres [D-CA35]
(202) 225-5611,CA,45,Representative,Mimi,Walters,Rep. Mimi Walters [R-CA45]
(202) 225-4676,CO,4,Representative,Ken,Buck,Rep. Ken Buck [R-CO4]
(202) 225-2778,FL,26,Representative,Carlos,Curbelo,Rep. Carlos Curbelo [R-FL26]
(202) 225-5831,GA,1,Representative,Buddy,Carter,Rep. Buddy Carter [R-GA1]
(202) 225-4101,GA,10,Representative,Jody,Hice,Rep. Jody Hice [R-GA10]
(202) 225-2931,GA,11,Representative,Barry,Loudermilk,Rep. Barry Loudermilk [R-GA11]
(202) 225-2823,GA,12,Representative,Rick,Allen,Rep. Rick Allen [R-GA12]
(202) 225-2911,IA,1,Representative,Rod,Blum,Rep. Rod Blum [R-IA1]
(202) 225-5476,IA,3,Representative,David,Young,Rep. David Young [R-IA3]
(202) 225-5661,IL,12,Representative,Mike,Bost,Rep. Mike Bost [R-IL12]
(202) 225-8490,LA,5,Representative,Ralph,Abraham,Rep. Ralph Abraham [R-LA5]
(202) 225-3901,LA,6,Representative,Garret,Graves,Rep. Garret Graves [R-LA6]
(202) 225-8020,MA,6,Representative,Seth,Moulton,Rep. Seth Moulton [D-MA6]
(202) 225-6306,ME,2,Representative,Bruce,Poliquin,Rep. Bruce Poliquin [R-ME2]
(202) 225-3561,MI,4,Representative,John,Moolenaar,Rep. John Moolenaar [R-MI4]
(202) 225-4872,MI,8,Representative,Mike,Bishop,Rep. Mike Bishop [R-MI8]
(202) 225-8171,MI,11,Representative,Dave,Trott,Rep. Dave Trott [R-MI11]
(202) 225-4071,MI,12,Representative,Debbie,Dingell,Rep. Debbie Dingell [D-MI12]
(202) 225-5802,MI,14,Representative,Brenda,Lawrence,Rep. Brenda Lawrence [D-MI14]
(202) 225-2331,MN,6,Representative,Tom,Emmer,Rep. Tom Emmer [R-MN6]
(202) 225-3211,MT,0,Representative,Ryan,Zinke,Rep. Ryan Zinke [R-MT0]
(202) 225-2731,NC,7,Representative,David,Rouzer,Rep. David Rouzer [R-NC7]
(202) 225-4765,NJ,3,Representative,Tom,MacArthur,Rep. Tom MacArthur [R-NJ3]
(202) 225-5801,NJ,12,Representative,Bonnie,Watson Coleman,Rep. Bonnie Watson Coleman [D-NJ12]
(202) 225-3826,NY,1,Representative,Lee,Zeldin,Rep. Lee Zeldin [R-NY1]
(202) 225-5516,NY,4,Representative,Kathleen,Rice,Rep. Kathleen Rice [D-NY4]
(202) 225-4611,NY,21,Representative,Elise,Stefanik,Rep. Elise Stefanik [R-NY21]
(202) 225-3701,NY,24,Representative,John,Katko,Rep. John Katko [R-NY24]
(202) 225-2132,OK,5,Representative,Steve,Russell,Rep. Steve Russell [R-OK5]
(202) 225-4315,PA,6,Representative,Ryan,Costello,Rep. Ryan Costello [R-PA6]
(202) 225-6111,PA,13,Representative,Brendan,Boyle,Rep. Brendan Boyle [D-PA13]
(202) 225-6673,TX,4,Representative,John,Ratcliffe,Rep. John Ratcliffe [R-TX4]
(202) 225-4511,TX,23,Representative,Will,Hurd,Rep. Will Hurd [R-TX23]
(202) 225-1555,TX,36,Representative,Brian,Babin,Rep. Brian Babin [R-TX36]
(202) 225-3011,UT,4,Representative,Mia,Love,Rep. Mia Love [R-UT4]
(202) 225-4376,VA,8,Representative,Donald,Beyer,Rep. Donald Beyer [D-VA8]
(202) 225-5136,VA,10,Representative,Barbara,Comstock,Rep. Barbara Comstock [R-VA10]
(202) 225-1790,VI,0,Delegate,Stacey,Plaskett,Rep. Stacey Plaskett [D-VI0]
(202) 225-5816,WA,4,Representative,Dan,Newhouse,Rep. Dan Newhouse [R-WA4]
(202) 225-2476,WI,6,Representative,Glenn,Grothman,Rep. Glenn Grothman [R-WI6]
(202) 225-2711,WV,2,Representative,Alex,Mooney,Rep. Alex Mooney [R-WV2]
(202) 225-3452,WV,3,Representative,Evan,Jenkins,Rep. Evan Jenkins [R-WV3]
(202) 225-8577,AS,0,Delegate,Aumua,Amata,Rep. Aumua Amata [R-AS0]
(202) 225-3065,NC,6,Representative,Mark,Walker,Rep. Mark Walker [R-NC6]
(202) 225-3371,NY,11,Representative,Daniel,Donovan,Rep. Daniel Donovan [R-NY11]
(202) 225-4306,MS,1,Representative,Trent,Kelly,Rep. Trent Kelly [R-MS1]
(202) 225-6201,IL,18,Representative,Darin,LaHood,Rep. Darin LaHood [R-IL18]
(202) 225-6205,OH,8,Representative,Warren,Davidson,Rep. Warren Davidson [R-OH8]
(202) 225-3115,KY,1,Representative,James,Comer,Rep. James Comer [R-KY1]
(202) 225-4001,PA,2,Representative,Dwight,Evans,Rep. Dwight Evans [D-PA2]
(202) 224-3553,CA,,Senator,Kamala,Harris,Sen. Kamala Harris [D-CA]
(202) 224-4623,LA,,Senator,John,Kennedy,Sen. John Kennedy [R-LA]
(202) 224-3324,NH,,Senator,Margaret,Hassan,Sen. Margaret “Maggie” Hassan [D-NH]
(202) 224-3542,NV,,Senator,Catherine,Cortez Masto,Sen. Catherine Cortez Masto [D-NV]
(202) 225-3361,AZ,1,Representative,Tom,O'Halleran,Rep. Tom O'Halleran [D-AZ1]
(202) 225-2635,AZ,5,Representative,Andy,Biggs,Rep. Andy Biggs [R-AZ5]
(202) 225-2631,CA,17,Representative,Ro,Khanna,Rep. Ro Khanna [D-CA17]
(202) 225-2861,CA,20,Representative,Jimmy,Panetta,Rep. Jimmy Panetta [D-CA20]
(202) 225-3601,CA,24,Representative,Salud,Carbajal,Rep. Salud Carbajal [D-CA24]
(202) 225-8220,CA,44,Representative,Nanette,Barragán,Rep. Nanette Barragán [D-CA44]
(202) 225-2965,CA,46,Representative,J.,Correa,Rep. Luis Correa [D-CA46]
(202) 225-4165,DE,0,Representative,Lisa,Blunt Rochester,Rep. Lisa Blunt Rochester [D-DE0]
(202) 225-4136,FL,1,Representative,Matt,Gaetz,Rep. Matt Gaetz [R-FL1]
(202) 225-5235,FL,2,Representative,Neal,Dunn,Rep. Neal Dunn [R-FL2]
(202) 225-2501,FL,4,Representative,John,Rutherford,Rep. John Rutherford [R-FL4]
(202) 225-0123,FL,5,Representative,Al,Lawson,Rep. Al Lawson [D-FL5]
(202) 225-4035,FL,7,Representative,Stephanie,Murphy,Rep. Stephanie Murphy [D-FL7]
(202) 225-9889,FL,9,Representative,Darren,Soto,Rep. Darren Soto [D-FL9]
(202) 225-2176,FL,10,Representative,Val,Demings,Rep. Val Demings [D-FL10]
(202) 225-5961,FL,13,Representative,Charlie,Crist,Rep. Charlie Crist [D-FL13]
(202) 225-3026,FL,18,Representative,Brian,Mast,Rep. Brian Mast [R-FL18]
(202) 225-2536,FL,19,Representative,Francis,Rooney,Rep. Francis Rooney [R-FL19]
(202) 225-5901,GA,3,Representative,A.,Ferguson,Rep. Drew Ferguson [R-GA3]
(202) 225-3711,IL,8,Representative,Raja,Krishnamoorthi,Rep. Raja Krishnamoorthi [D-IL8]
(202) 225-4436,IN,3,Representative,Jim,Banks,Rep. Jim Banks [R-IN3]
(202) 225-5315,IN,9,Representative,Trey,Hollingsworth,Rep. Trey Hollingsworth [R-IN9]
(202) 225-2715,KS,1,Representative,Roger,Marshall,Rep. Roger Marshall [R-KS1]
(202) 225-2031,LA,3,Representative,Clay,Higgins,Rep. Clay Higgins [R-LA3]
(202) 225-2777,LA,4,Representative,Mike,Johnson,Rep. Mike Johnson [R-LA4]
(202) 225-8699,MD,4,Representative,Anthony,Brown,Rep. Anthony Brown [D-MD4]
(202) 225-5341,MD,8,Representative,Jamie,Raskin,Rep. Jamie Raskin [D-MD8]
(202) 225-4735,MI,1,Representative,Jack,Bergman,Rep. Jack Bergman [R-MI1]
(202) 225-2106,MI,10,Representative,Paul,Mitchell,Rep. Paul Mitchell [R-MI10]
(202) 225-2271,MN,2,Representative,Jason,Lewis,Rep. Jason Lewis [R-MN2]
(202) 225-4531,NC,13,Representative,Ted,Budd,Rep. Ted Budd [R-NC13]
(202) 225-4155,NE,2,Representative,Don,Bacon,Rep. Don Bacon [R-NE2]
(202) 225-4465,NJ,5,Representative,Josh,Gottheimer,Rep. Josh Gottheimer [D-NJ5]
(202) 225-3252,NV,3,Representative,Jacky,Rosen,Rep. Jacky Rosen [D-NV3]
(202) 225-9894,NV,4,Representative,Ruben,Kihuen,Rep. Ruben Kihuen [D-NV4]
(202) 225-3335,NY,3,Representative,Thomas,Suozzi,Rep. Thomas Suozzi [D-NY3]
(202) 225-4365,NY,13,Representative,Adriano,Espaillat,Rep. Adriano Espaillat [D-NY13]
(202) 225-5614,NY,19,Representative,John,Faso,Rep. John Faso [R-NY19]
(202) 225-3665,NY,22,Representative,Claudia,Tenney,Rep. Claudia Tenney [R-NY22]
(202) 225-4276,PA,8,Representative,Brian,Fitzpatrick,Rep. Brian Fitzpatrick [R-PA8]
(202) 225-2411,PA,16,Representative,Lloyd,Smucker,Rep. Lloyd Smucker [R-PA16]
(202) 225-2615,PR,0,Resident Commissioner,Jenniffer,González-Colón,Commish. Jenniffer González-Colón [R-PR0]
(202) 225-4714,TN,8,Representative,David,Kustoff,Rep. David Kustoff [R-TN8]
(202) 225-2531,TX,15,Representative,Vicente,Gonzalez,Rep. Vicente Gonzalez [D-TX15]
(202) 225-4005,TX,19,Representative,Jodey,Arrington,Rep. Jodey Arrington [R-TX19]
(202) 225-4215,VA,2,Representative,Scott,Taylor,Rep. Scott Taylor [R-VA2]
(202) 225-6365,VA,4,Representative,A.,McEachin,Rep. Donald McEachin [D-VA4]
(202) 225-4711,VA,5,Representative,Thomas,Garrett,Rep. Thomas Garrett [R-VA5]
(202) 225-3106,WA,7,Representative,Pramila,Jayapal,Rep. Pramila Jayapal [D-WA7]
(202) 225-5665,WI,8,Representative,Mike,Gallagher,Rep. Mike Gallagher [R-WI8]
(202) 225-2311,WY,0,Representative,Liz,Cheney,Rep. Liz Cheney [R-WY0]
